企业名称,标题,URL,发布时间,来源,正文
贵州茅台,71股今日获机构买入评级 26股上涨空间超20%,http://finance.eastmoney.com/a/202604223714150151.html,2026-04-22 17:19:00,证券时报网,1 -1.40 18.35 交通运输 601899 紫金矿业 1 -0.36 11.76 有色金属 600346 恒力石化 1 -2.37 10.96 石油石化 600356 恒丰纸业 1 0.62 16.17 轻工制造 600388 龙净环保 1 1.73 25.25 环保 600519
贵州茅台,热度飙升！外资年内调研A股超1800次，聚焦硬科技,http://finance.eastmoney.com/a/202604223714193190.html,2026-04-22 17:47:18,界面新闻,分行业看，Wind数据显示，截至一季度末，北向资金持仓市值排名前五的行业分别为电力设备、电子、有色金属、银行以及机械设备；个股方面，北向资金前十大重仓股分别为宁德时代（300750.SZ）、贵州茅台（600519.SH）、美的集团（000333.SZ）、招商银行（600036.SH
贵州茅台,华贵人寿董事长刘刚将任新职 第一大股东茅台集团持股已超49%,http://finance.eastmoney.com/a/202604223714716397.html,2026-04-22 21:38:00,澎湃新闻,此前，他曾历任中国建设银行黔南州分行副行长，建行贵州省分行国际业务部副总经理，建行贵阳河滨支行党总支书记、行长，建行安顺市分行党委书记、行长，贵州银行计划财务部总经理、财务管理部总经理、资金计划部总经理、行长助理，贵州茅台酒股份有限公司（贵州茅台，600519.SH）副总经理、财务总监
贵州茅台,4只个股大宗交易超5000万元,http://finance.eastmoney.com/a/202604223714592572.html,2026-04-22 21:41:00,证券时报网,17.53 114.70 1598.92 1 13.94 -20.48 300980 祥源新材 -1.16 34.88 45.95 1578.84 1 34.36 -1.49 300607 拓斯达 1.56 27.37 69.20 1494.72 1 21.60 -21.08 600519
贵州茅台,54股获融资客大手笔净买入,http://finance.eastmoney.com/a/202604233715333323.html,2026-04-23 09:08:00,证券时报网,计算机 600118 中国卫星 -2.61 18064.85 356495.35 3.09 国防军工 002916 深南电路 2.02 17561.63 214537.27 1.07 电子 603039 泛微网络 6.19 16843.63 50777.23 4.37 计算机 600519
贵州茅台,中欧基金葛兰一季度大幅增持凯莱英H股、茅台，买回中国海油,http://finance.eastmoney.com/a/202604233715834579.html,2026-04-23 09:54:00,澎湃新闻,2026年一季度，葛兰在这只全市场基金上大举切入消费与能源赛道，前十大重仓股新进了贵州茅台（600519.SH）与中国海油（600938.SH）。 其中，对中国海油的操作尤为引人注目。
贵州茅台,白酒概念涨0.64%，主力资金净流入29股,http://finance.eastmoney.com/a/202604233716049986.html,2026-04-23 16:40:00,证券时报网,（数据宝） 白酒概念资金流入榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 主力资金净流入比率（%） 600519 贵州茅台 0.67 0.30 39064.44 7.33 603198 迎驾贡酒 10.01 2.14 14548.45 21.99
贵州茅台,15.45亿元资金今日流入食品饮料股,http://finance.eastmoney.com/a/202604233716053626.html,2026-04-23 16:40:00,证券时报网,（数据宝） 食品饮料行业资金流入榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600186 莲花控股 10.01 18.14 67904.70 600519 贵州茅台 0.67 0.30 39064.44 603198 迎驾贡酒 10.01 2.14
贵州茅台,主力动向：4月23日特大单净流出690.10亿元,http://finance.eastmoney.com/a/202604233716047850.html,2026-04-23 16:41:00,证券时报网,6.36 公用事业 300750 宁德时代 438.90 0.58 6.19 电力设备 600415 小商品城 13.63 8.69 5.52 商贸零售 601778 晶科科技 7.19 9.94 5.36 公用事业 300136 信维通信 83.41 4.89 5.06 电子 600519
贵州茅台,中际旭创蝉联主动权益基金头号重仓股 药明康德顶替寒武纪跻身前十,http://finance.eastmoney.com/a/202604233716159050.html,2026-04-23 17:43:00,澎湃新闻,腾讯控股（00700.HK）、贵州茅台（600519.SH）、东山精密（002384.SZ）、紫金矿业（601899.SH）、阿里巴巴-W（09988.HK）、药明康德（603259.SH）、立讯精密（002475.SZ）分别位列第四至第十位重仓股。
贵州茅台,公募一季度持续加码AI投资 结构性亮点十足,http://finance.eastmoney.com/a/202604233716155159.html,2026-04-23 17:43:17,理财周刊-财事汇,此外，主动权益基金一季度末重仓的公司还有宁德时代(300750)、新易盛(300502)、腾讯控股、贵州茅台(600519)、东山精密(002384)、紫金矿业(601899)、阿里巴巴-W、药明康德(603259)、立讯精密(002475)。
贵州茅台,公募对贵州茅台的调仓出现分歧，刘格菘、莫海波逆势加仓 | 基金放大镜,http://finance.eastmoney.com/a/202604233716206097.html,2026-04-23 18:09:28,界面新闻,2026年一季报刚刚交卷，公募基金对贵州茅台（600519.SH）调仓换股的路线悄然浮出水面。 数据显示，截至一季度末，全市场共有1350只基金（包括联接基金）持有贵州茅台，较上季度减少了逾2071万股，合计持股总量降至6511.15万股，持股市值约944亿元。
贵州茅台,央行超级周即将来袭，全球市场“冷落”中东迷局,http://finance.eastmoney.com/a/202604233716581036.html,2026-04-23 21:31:59,第一财经,截至4月23日收盘，宁德时代市值为2.03万亿元，居市值排行第5位，超越贵州茅台（600519.SH）等企业。 另外，4月23日开盘，光模块概念股中际旭创（300308.SZ）盘中股价一度站上919.99元的新高，市值突破1万亿元。4月份以来，中际旭创涨超57%。
贵州茅台,谁把中际旭创送进万亿俱乐部 挑战在哪里？,http://finance.eastmoney.com/a/202604233716606475.html,2026-04-24 00:04:20,第一财经,万亿俱乐部新增一员 据同花顺数据，23日盘中A股流通市值超过1万亿元的上市公司一度达到8家，包括农业银行（601288.SH）、工商银行（601398.SH）、宁德时代（300750.SZ）、中国石油（602857.SH）、贵州茅台（600519.SH）、中国银行（601988
贵州茅台,迎驾贡酒业绩双下滑：董事长倪永培薪酬涨不停，员工降薪减员近千人,http://finance.eastmoney.com/a/202604243717059613.html,2026-04-24 08:20:00,财中社,2024年，根据申万行业白酒分类，迎驾贡酒的人均薪酬约10万元，不仅低于行业老大贵州茅台（600519）的46万元和同为安徽四朵金花之一的古井贡酒（000596）30.5万元，也低于已经连续两年亏损的安徽金种子酒（600199）人均薪酬14.5万元。
贵州茅台,2442家公司公布派现方案 合计派现13315.43亿元,http://finance.eastmoney.com/a/202604243717416657.html,2026-04-24 09:24:00,证券时报网,2025年度每10股派现金额居前公司 代码 简称 每10股派现（元） 合计派现金额（亿元） 派现金额占净利润（%） 行业 600519 贵州茅台 279.9300 350.33 42.56 食品饮料 689009 九号公司-WD 125.1400 9.00 51.19 汽车 603444
贵州茅台,今日74只个股突破半年线,http://finance.eastmoney.com/a/202604243717756723.html,2026-04-24 12:01:00,证券时报网,6.90 2.62 13.84 14.09 1.84 605336 *ST帅电 5.00 1.59 15.47 15.74 1.77 002377 国创高新 1.87 9.54 3.22 3.27 1.54 688269 凯立新材 5.53 4.90 40.79 41.41 1.52 600519
贵州茅台,A股午后回暖跌幅收窄 两市成交26419亿元,http://finance.eastmoney.com/a/202604243717909224.html,2026-04-24 15:07:00,澎湃新闻,食品饮料涨幅居前，三元股份（600429）一度涨停，青岛食品（001219）、佳隆股份（002495）等涨超3%，有友食品（603697）、春雪食品（605567）、贵州茅台（600519）、安井食品（603345）等涨超2%。
贵州茅台,今日76只股长线走稳 站上年线,http://finance.eastmoney.com/a/202604243717983525.html,2026-04-24 16:04:00,证券时报网,2.92 4.80 23.85 24.35 2.09 300519 新光药业 2.82 3.49 15.70 16.02 2.07 688701 卓锦股份 2.22 1.95 9.04 9.21 1.93 000656 *ST金科 2.11 1.22 1.43 1.45 1.72 600519
贵州茅台,109只股中线走稳 站上半年线,http://finance.eastmoney.com/a/202604243717972924.html,2026-04-24 16:04:00,证券时报网,3.16 4.54 60.36 61.94 2.62 688396 华润微 3.87 2.80 53.35 54.73 2.59 000615 *ST美谷 3.29 1.49 3.36 3.45 2.58 601825 沪农商行 2.70 0.35 8.91 9.13 2.52 600519
贵州茅台,强势股追踪 主力资金连续5日净流入82股,http://finance.eastmoney.com/a/202604243718082033.html,2026-04-24 17:09:00,证券时报网,（数据宝） 连续5日或以上主力资金净流入个股排名 证券代码 证券简称 主力资金净流入天数 主力资金净流入金额（亿元） 主力资金净流入比例（%） 累计涨跌幅（%） 600519 贵州茅台 5 18.37 7.25 3.64 002008 大族激光 5 16.43 6.74 17.02
贵州茅台,食品饮料行业4月24日资金流向日报,http://finance.eastmoney.com/a/202604243718077389.html,2026-04-24 17:09:00,证券时报网,（数据宝） 食品饮料行业资金流入榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600519 贵州茅台 2.78 0.44 108386.31 600429 三元股份 6.37 3.02 4920.95 603027 千禾味业 1.16 1.39 3902.99
贵州茅台,主力动向：4月24日特大单净流出202.16亿元,http://finance.eastmoney.com/a/202604243718077478.html,2026-04-24 17:09:00,证券时报网,20.86 电力设备 688041 海光信息 285.00 8.20 14.38 电子 002407 多氟多 33.04 9.99 12.05 基础化工 688981 中芯国际 110.96 4.70 11.50 电子 002466 天齐锂业 73.70 8.43 9.18 有色金属 600519
贵州茅台,贵州茅台：一季度主营业务收入538.86亿元,http://finance.eastmoney.com/a/202604243718292259.html,2026-04-24 19:18:50,财联社,贵州茅台(600519.SH)公告称，公司披露2026年第一季度主要经营数据。报告期内，公司实现主营业务收入538.86亿元。
贵州茅台,贵州茅台一季报“出炉”：营收净利“双增”,http://finance.eastmoney.com/a/202604243718322950.html,2026-04-24 19:34:34,上海证券报·中国证券网,上证报中国证券网讯（记者朱文彬）4月24日晚间，贵州茅台发布2026年一季报。一季度，公司实现营业总收入547.03亿元，同比增长6.34%；营业收入为539.09亿元，同比增长6.54%；归母净利润272.43亿元，同比增长1.47%。
贵州茅台,贵州茅台一季报实现总营收547.03亿元,http://finance.eastmoney.com/a/202604243718333050.html,2026-04-24 19:50:10,北京商报,北京商报讯（记者刘一博冯若男）4月24日晚间，贵州茅台发布2026年一季报显示，一季度公司实现营业总收入547.03亿元，同比增长6.34%；利润总额375.43亿元，同比增长1.38%；归母净利润272.43亿元，同比增长1.47%。
贵州茅台,贵州茅台一季度业绩出炉：净利润增长1.47%,http://finance.eastmoney.com/a/202604243718345395.html,2026-04-24 19:58:00,21世纪经济报道,4月24日，贵州茅台(600519.SH)公告称，2026年第一季度实现营业收入539.09亿元，同比增长6.54%；归属于上市公司股东的净利润为272.43亿元，同比增长1.47%。 同日，贵州茅台发布2026年第一季度主要经营数据。
贵州茅台,财报解读｜茅台一季报双增，“i茅台”收入大增267%,http://finance.eastmoney.com/a/202604243718382920.html,2026-04-24 20:12:11,第一财经,4月24日晚间，贵州茅台（600519.SH）发布2026年一季报，在“i茅台”App带动下，业绩实现双增。 财报显示，2026年第一季度茅台实现营业总收入547亿元，同比增长6.3%，归母净利润272.4亿元，同比增长1.4%。
贵州茅台,突发！这家公司原控股股东、实控人被批准逮捕|盘后公告集锦,http://finance.eastmoney.com/a/202604243718419682.html,2026-04-24 20:34:09,财联社,【贵州茅台：一季度主营业务收入538.86亿元国内经销商减少255家】 贵州茅台(600519.SH)公告称，公司披露2026年第一季度主要经营数据。报告期内，公司实现主营业务收入538.86亿元。
贵州茅台,日赚3亿！贵州茅台一季度净利增1.47%至272亿元，i茅台营收大增267%,http://finance.eastmoney.com/a/202604243718456659.html,2026-04-24 20:55:00,澎湃新闻,4月24日，贵州茅台酒股份有限公司（贵州茅台，600519.SH）发布2026年第一季度报告，报告期内，公司实现营业总收入547.03亿元，同比增长6.34%；营业收入539.09亿元，同比增长6.54%；归母净利润272.43亿元，同比增长1.47%；基本每股收益21.76元/股
贵州茅台,贵州茅台一季度营收、净利双增；多家公司遭ST丨公告精选,http://finance.eastmoney.com/a/202604243718460222.html,2026-04-24 21:02:00,21世纪经济报道,贵州茅台：一季度净利润272亿元同比增长1.47% 贵州茅台公告称，2026年第一季度实现营业收入539.09亿元，同比增长6.54%；归属于上市公司股东的净利润为272.43亿元，同比增长1.47%。
贵州茅台,贵州茅台，一季度营收539亿元！经销商单季净减255家，传统渠道营收锐减近30亿元,http://finance.eastmoney.com/a/202604243718481263.html,2026-04-24 21:13:00,证券时报网,4月24日晚间，贵州茅台(600519)发布2026年一季报，经营业绩实现微增，但营销体系出现显著变化，直销渠道销售额超传统批发渠道51亿元，经销商净减少255家。
贵州茅台,贵州茅台一季度业绩公布，“i茅台”爆发,http://finance.eastmoney.com/a/202604243718551862.html,2026-04-24 22:12:00,中国基金报,【导读】贵州茅台一季度净利润同比增长1.47%，“i茅台”收入大增267% 年初启动面向C端的市场化改革后，贵州茅台（证券代码：600519）重回增长轨道。
贵州茅台,茅台重回增长：一季度净赚272亿，直销再超经销渠道、i茅台3个月卖超去年全年,http://finance.eastmoney.com/a/202604243718574367.html,2026-04-24 22:18:00,时代财经,在区域酒企迎驾贡酒、老白干酒一季度实现超预期增长后，4月24日晚间，贵州茅台（600519.SH）公布2026年一季度业绩。 期内，茅台实现营业收入539.09亿元，同比增长6.54%；归母净利润272.43亿元，同比增长1.47%，营收利润实现双增长。
贵州茅台,贵州茅台一季度归母净利润272.4亿元，同比增长1.5%,http://finance.eastmoney.com/a/202604243718582090.html,2026-04-24 22:55:00,财中社,4月24日，贵州茅台(600519)公布2026年一季报，公司营业收入为539.1亿元，同比上升6.5%；归母净利润为272.4亿元，同比上升1.5%；扣非归母净利润为272.4亿元，同比上升1.5%；经营现金流净额为269.1亿元，同比增长205.5%；EPS(全面摊薄)为21.7545
贵州茅台,贵州茅台一季度总营收超547亿元,http://finance.eastmoney.com/a/202604253718617328.html,2026-04-25 00:33:00,证券日报,4月24日晚间，贵州茅台酒股份有限公司（以下简称“贵州茅台”）发布2026年一季报。
贵州茅台,贵州茅台(600519.SH)：2026年一季报净利润为272.43亿元、同比较去年同期上涨1.47%,http://finance.eastmoney.com/a/202604253718938246.html,2026-04-25 10:15:22,界面新闻,2026年4月25日，贵州茅台(600519.SH)发布2026年一季报。 公司营业总收入为547.03亿元，较去年同报告期营业总收入增加32.59亿元，实现5年连续上涨，同比较去年同期上涨6.34%。
贵州茅台,风物长宜放眼量：贵州茅台2026年一季报解读——稳业绩、强内核、启新程,http://finance.eastmoney.com/a/202604253719027012.html,2026-04-25 12:27:00,财联社,"4月24日晚，贵州茅台（600519,SH）披露2026年第一季度报告，结合一周前披露的2025年年报，新旧两份财报相互呼应，充分显示出公司明确的复苏态势，与韧性十足的经营底色，全面检验了白酒龙头在行业存量竞争、消费理性化阶段穿越周期的能力。"
贵州茅台,贵州茅台2026年一季度归母净利润约272.43亿元，同比增1.47%,http://finance.eastmoney.com/a/202604253719087254.html,2026-04-25 19:11:42,央广财经,4月24日晚间，贵州茅台（600519.SH）发布一季度业绩公告。公告显示，2026年第一季度营收约539.09亿元，同比增加6.54%；归属于上市公司股东的净利润约272.43亿元，同比增加1.47%；基本每股收益21.76元，同比增加1.78%。（央广财经）
贵州茅台,C端战略落地，茅台2026一季度稳增印证改革初效,http://finance.eastmoney.com/a/202604253719102273.html,2026-04-25 21:37:11,蓝鲸财经,4月25日，贵州茅台（600519.SH）正式发布2026年一季度财报。一如行业预期，公司一季度营收、净利润双双稳健增长，整体走势符合行业预期。
贵州茅台,“站在光里才算英雄”？一季度公募重仓股大变脸 有基金经理提示风险,http://finance.eastmoney.com/a/202604253719094057.html,2026-04-26 00:52:38,界面新闻,数据显示，公募持有的前十大重仓股分别为中际旭创（300308.SZ）、宁德时代（300750.SZ）、新易盛（300502.SZ）、腾讯控股（00700.HK）、贵州茅台（600519.SH）、东山精密（002384.SZ）、紫金矿业（601899.SH）、阿里巴巴-W（09988
贵州茅台,周末要闻汇总：欧盟对俄制裁列单中国企业，中方发声；宁王重登主动基金头号重仓股,http://finance.eastmoney.com/a/202604263719268722.html,2026-04-26 16:07:30,财联社,贵州茅台：一季度净利润272亿元同比增长1.47% 贵州茅台(600519.SH)公告称，2026年第一季度实现营业收入539.09亿元，同比增长6.54%；归属于上市公司股东的净利润为272.43亿元，同比增长1.47%。
贵州茅台,美联储 重磅来袭！,http://finance.eastmoney.com/a/202604263719399628.html,2026-04-26 22:10:00,证券时报,贵州茅台一季报出炉 4月24日晚间，贵州茅台（600519）发布2026年一季报，经营业绩实现微增，但营销体系出现显著变化，直销渠道销售额超传统批发渠道51亿元，经销商净减少255家。
贵州茅台,A股大消息！沪深北交易所发布……盘前重要消息还有这些,http://finance.eastmoney.com/a/202604273719518017.html,2026-04-27 08:56:00,证券时报,贵州茅台一季报出炉 4月24日晚间，贵州茅台（600519）发布2026年一季报，经营业绩实现微增，但营销体系出现显著变化，直销渠道销售额超传统批发渠道51亿元，经销商净减少255家。
贵州茅台,37股获融资客大手笔净买入,http://finance.eastmoney.com/a/202604273719663252.html,2026-04-27 09:21:00,证券时报网,日涨跌幅（%） 融资净买入额（万元） 最新融资余额（万元） 占流通市值比例（%） 所属行业 688808 C联讯 875.82 167384.28 167384.28 10.86 机械设备 601138 工业富联 -4.28 57025.46 1026062.67 0.80 电子 600519
贵州茅台,2803家公司公布派现方案 合计派现13941.01亿元,http://finance.eastmoney.com/a/202604273719697283.html,2026-04-27 09:34:00,证券时报网,2025年度每10股派现金额居前公司 代码 简称 每10股派现（元） 合计派现金额（亿元） 派现金额占净利润（%） 行业 600519 贵州茅台 279.9300 350.33 42.56 食品饮料 689009 九号公司-WD 125.1400 9.00 51.19 汽车 603444
贵州茅台,贵州茅台成交额达100亿元，现跌3.79%,http://finance.eastmoney.com/a/202604273720025615.html,2026-04-27 14:54:26,界面新闻,4月27日下午，贵州茅台成交额达100亿元，现跌3.79%。
贵州茅台,贵州茅台成交额达100亿元,http://finance.eastmoney.com/a/202604273720028293.html,2026-04-27 14:57:12,每日经济新闻,4月27日，贵州茅台成交额达100亿元，现跌3.79%。
贵州茅台,A股窄幅震荡，三大股指涨跌互现：半导体、算力硬件产业链爆发,http://finance.eastmoney.com/a/202604273720033986.html,2026-04-27 15:07:00,澎湃新闻,酒类股领跌，食品饮料跌幅靠前，中信尼雅（600084）、黑芝麻（000716）等跌停，元祖股份（603886）跌超7%，贵州茅台（600519）、迎驾贡酒（603198）等跌超3%。
贵州茅台,19只白酒股下跌 贵州茅台1403.20元/股收盘,http://finance.eastmoney.com/a/202604273720148994.html,2026-04-27 16:30:05,北京商报,从个股来看，贵州茅台收盘价达1403.20元/股，下跌3.79%；五粮液收盘价达100.20元/股，下跌1.06%；山西汾酒收盘价138.31元/股，下跌2.56%；泸州老窖收盘价达100.35元/股，下跌2.22%；洋河股份收盘价达49.43元/股，下跌0.88%。
贵州茅台,白酒概念下跌1.12%，5股主力资金净流出超3000万元,http://finance.eastmoney.com/a/202604273720238891.html,2026-04-27 17:06:00,证券时报网,（数据宝） 白酒概念资金流出榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600519 贵州茅台 -3.79 0.58 -119369.88 000858 五粮液 -1.06 0.49 -36382.40 000568 泸州老窖 -2.22 0.50
贵州茅台,食品饮料行业资金流出榜：贵州茅台等7股净流出资金超5000万元,http://finance.eastmoney.com/a/202604273720310260.html,2026-04-27 17:55:00,证券时报网,001219 青岛食品 0.00 3.29 350.11 002702 海欣食品 3.04 4.26 322.98 600530 交大昂立 2.40 1.25 305.93 食品饮料行业资金流出榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600519
贵州茅台,61股特大单净流入资金超2亿元,http://finance.eastmoney.com/a/202604273720312290.html,2026-04-27 17:55:00,证券时报网,600549 厦门钨业 56.79 -8.08 -10.90 有色金属 300750 宁德时代 434.88 -2.25 -10.67 电力设备 300502 新易盛 538.00 0.14 -10.00 通信 002428 云南锗业 72.80 -5.60 -8.81 有色金属 600519
贵州茅台,130股今日获机构买入评级,http://finance.eastmoney.com/a/202604273720877740.html,2026-04-27 17:56:00,证券时报网,机构今日买入型评级个股 代码 简称 买入评级家数 今日涨跌幅（%） 动态市盈率（倍） 行业 600519 贵州茅台 4 -3.79 16.13 食品饮料 601225 陕西煤业 3 -3.50 14.61 煤炭 603529 爱玛科技 3 -5.21 26.37 汽车 601108
贵州茅台,“i茅台”运营主体首次发布社招公告：招聘35人 技术岗占八成 学历之外更看重经验,http://finance.eastmoney.com/a/202604273720844185.html,2026-04-27 22:44:28,红星资本局,1月1日，贵州爱茅台数字科技有限公司成立，由上市公司贵州茅台（600519.SH）全资控股，注册资本6亿元。在陆续上线茅台酒全线产品之后，i茅台激活了大量新增用户。2026年一季度，i茅台新增用户近1400万，成功购酒用户累计近400万。
贵州茅台,上市公司派现榜：137家每10股派现超10元,http://finance.eastmoney.com/a/202604283721619782.html,2026-04-28 09:33:00,证券时报网,2025年度每10股派现金额居前公司 代码 简称 每10股派现（元） 合计派现金额（亿元） 派现金额占净利润（%） 行业 600519 贵州茅台 279.9300 350.33 42.56 食品饮料 689009 九号公司-WD 125.1400 9.00 51.19 汽车 603444
贵州茅台,新“股王”最新业绩出炉！源杰科技一季度净利暴增1153.07%,http://finance.eastmoney.com/a/202604283721911853.html,2026-04-28 11:21:50,界面新闻,近期，源杰科技股价保持趋势性上涨，4月17日上午，公司持续走强，股价突破1410元，盘中超越贵州茅台（600519.SH）成为A股新“股王”。 不过在4月20日，贵州茅台盘中股价反超源杰科技，重新夺回A股市场股价“一哥”的位置。
贵州茅台,贵州茅台：将于5月11日召开2025年度及2026年第一季度业绩说明会,http://finance.eastmoney.com/a/202604283722341244.html,2026-04-28 17:10:37,财联社,贵州茅台(600519.SH)公告称，公司将于2026年5月11日16:00-17:30在全景路演以网络文字互动方式召开2025年度及2026年第一季度业绩说明会，就生产经营情况与投资者进行在线交流。
贵州茅台,175股今日获机构买入评级 36股上涨空间超20%,http://finance.eastmoney.com/a/202604283722383389.html,2026-04-28 17:20:00,证券时报网,南京银行 1 0.26 5.47 银行 601058 赛轮轮胎 1 7.49 11.28 汽车 601100 恒立液压 1 7.82 53.72 机械设备 601113 华鼎股份 1 -4.28 141.71 基础化工 600486 扬农化工 1 5.46 18.62 基础化工 600519
贵州茅台,10只白酒股下跌 贵州茅台1405元/股收盘,http://finance.eastmoney.com/a/202604283722546964.html,2026-04-28 18:54:13,北京商报,白酒板块以2041.67点收盘，微跌0.06%，其中10只白酒股下跌，贵州茅台1405元/股收盘。
贵州茅台,五粮液：延期披露《2025年度报告》及《2026年第一季度报告》至4月30日收市后,http://finance.eastmoney.com/a/202604283722906742.html,2026-04-28 21:55:09,界面新闻,整体来看，白酒行业处于深度调整期，包括贵州茅台（600519.SH）、泸州老窖（000568.SZ）等高端白酒竞争对手，去年都出现了业绩负增长。 不过，根据高盛近日研报，今年春节期间，五粮液终端零售动销表现较好，相比2024年、2025年春节均有明显增长。
贵州茅台,推迟披露 五粮液财报为何临时 “踩刹车”？,http://finance.eastmoney.com/a/202604283723085939.html,2026-04-28 23:34:43,财联社,整体来看，白酒行业处于深度调整期，包括贵州茅台（600519.SH）、泸州老窖（000568.SZ）等高端白酒竞争对手，去年都出现了业绩负增长。 不过，根据高盛近日研报，今年春节期间，五粮液终端零售动销表现较好，相比 2024 年、2025 年春节均有明显增长。
贵州茅台,五粮液延期披露年报及一季报至4月30日收市后 公司董事会致歉,http://finance.eastmoney.com/a/202604293723438178.html,2026-04-29 07:53:00,澎湃新闻,就五大白酒龙头而言，2025年，除山西汾酒（600809.SH）营收和净利润均正增长以外，贵州茅台（600519.SH）、泸州老窖（000568.SZ）、洋河股份（002304.SZ）业绩均出现不同程度下滑。其中，贵州茅台更是遭遇了上市以来首次年度业绩下滑。
贵州茅台,科技早报 | 百度开启职级体系大变革；网信部门依法查处“剪映”等App,http://finance.eastmoney.com/a/202604293723473526.html,2026-04-29 08:00:00,界面新闻,近期，源杰科技股价保持趋势性上涨，4月17日上午，公司持续走强，股价突破1410元，盘中超越贵州茅台（600519.SH）成为A股新“股王”。 不过在4月20日，贵州茅台盘中股价反超源杰科技，重新夺回A股市场股价“一哥”的位置。
贵州茅台,3519家公司公布派现方案 合计派现15208.90亿元,http://finance.eastmoney.com/a/202604293723994118.html,2026-04-29 09:22:00,证券时报网,2025年度每10股派现金额居前公司 代码 简称 每10股派现（元） 合计派现金额（亿元） 派现金额占净利润（%） 行业 600519 贵州茅台 279.9300 350.33 42.56 食品饮料 689009 九号公司-WD 125.1400 9.00 51.19 汽车 603444
贵州茅台,五粮液道歉，股价创近6年新低,http://finance.eastmoney.com/a/202604293724097216.html,2026-04-29 11:20:00,21世纪经济报道,21快讯记者据同花顺iFind数据统计，包括贵州茅台（600519.SH）、迎驾贡酒（603198.SH）、老白干酒（600559.SH）在内，已有多家白酒企业2026年一季度实现总营收和归母净利润正增长。 （声明：文章内容仅供参考，不构成投资建议。
贵州茅台,A股市值版图大变局：新旧动能切换 硬核科技站上主场,http://finance.eastmoney.com/a/202604293724312014.html,2026-04-29 11:27:30,央广财经,尽管银行系依旧领跑，但截至4月28日收盘，中国移动、宁德时代、贵州茅台（600519.SH）和工业富联分别以2.08万亿、1.95万亿、1.76万亿和1.35万亿的市值跻身前十。
贵州茅台,贵州茅台将召开线上业绩说明会,http://finance.eastmoney.com/a/202604293724143079.html,2026-04-29 12:19:00,湾财ND,南都湾财社记者注意到，出席本次业绩说明会的高管分别为贵州茅台党委副书记、董事（代行总经理职责）王莉、独立董事郭田勇、财务总监余思明（代行董事会秘书职责）等，其中余思明系近期新担任上市公司贵州茅台财务总监。 贵州茅台将召开线上业绩说明会。
贵州茅台,中欧基金葛兰卸任一只基金，剩余在管基金规模约322亿元,http://finance.eastmoney.com/a/202604293724323447.html,2026-04-29 14:41:32,红星资本局,该基金一季报显示，前十大持仓主要集中在电子、通信、电力设备等行业，包括CPO概念大牛股新易盛（300502.SZ）、中际旭创（300308.SZ）、天孚通信（300394.SZ），以及立讯精密（002475.SZ）、宁德时代（300750.SZ）、阳光电源（300274.SZ）、贵州茅台（600519
贵州茅台,光模块史上最强一季报引爆股价！“易中天”合计市值紧追茅台 10股4个月合涨超7000亿,http://finance.eastmoney.com/a/202604293725086061.html,2026-04-29 22:19:08,时代周报,中际旭创、新易盛、天孚通信被称为“易中天”，三巨头合计总市值一度超过贵州茅台（600519.SH）。4月22日盘中，中际旭创、新易盛和天孚通信的市值一度分别攀升至9866亿元、6132亿元、2900亿元，合计1.89万亿元，超过贵州茅台当天盘中约1.8万亿元的市值。
贵州茅台,26家公司派现金额超百亿元,http://finance.eastmoney.com/a/202604303726157171.html,2026-04-30 09:17:00,证券时报网,2025年度每10股派现金额居前公司 代码 简称 每10股派现（元） 合计派现金额（亿元） 派现金额占净利润（%） 行业 600519 贵州茅台 279.9300 350.33 42.56 食品饮料 689009 九号公司-WD 125.1400 9.00 51.19 汽车 603444
贵州茅台,“寒王”归来！寒武纪盘中股价上摸1699元创历史新高 重夺A股“股王”宝座,http://finance.eastmoney.com/a/202604303726211521.html,2026-04-30 11:34:00,澎湃新闻,2025年8月27日，彼时寒武纪盘中股价超越贵州茅台（600519），成为两市第一高价股，晋升“股王”。 此外，昔日股王贵州茅台截至发稿报1381.88元/股，跌1.38%。 消息面上，4月29日晚，寒武纪发布的2026年一季报显示，公司第一财季业绩取得新突破。
贵州茅台,寒武纪午间收盘涨逾17%，报1661.33元每股，成为A股新晋“股王”,http://finance.eastmoney.com/a/202604303726230381.html,2026-04-30 12:06:11,红星资本局,这少见一幕的主角是三只千元股：源杰科技、贵州茅台(600519.SH)、寒武纪。
贵州茅台,62股特大单净流入资金超2亿元,http://finance.eastmoney.com/a/202604303726536010.html,2026-04-30 17:11:00,证券时报网,14.18 通信 000977 浪潮信息 69.75 -3.50 -9.60 计算机 600487 亨通光电 65.70 -2.49 -8.68 通信 601869 长飞光纤 353.90 -4.49 -8.15 通信 600111 北方稀土 53.04 4.10 -8.06 有色金属 600519
