企业名称,标题,URL,发布时间,来源,摘要,正文
交通银行,交通银行深圳分行落地深圳首只AIC股权投资基金,https://stcn.com/article/detail/1487549.html,2025-01-10 06:47,证券时报网,交通银行 深圳分行落地深圳首只AIC股权投资基金 交通银行 深圳分行快速响应，积极联动集团内持有股权投资牌照的全资子公司 交银 投资，加强与深圳市委金融办与罗湖区政府的沟通，积极推动股权基金试点在深圳落地，率先达成了深圳首只AIC股权投资基金的合作意向。... 证券时报网,2024年12月30日，交通银行深圳分行携手罗湖区政府，共同推动深圳罗湖交融深担新动能产业发展创业投资基金完成工商注册和资金实缴。这标志着自AIC股权投资试点扩围以来，深圳首只AIC股权投资基金正式落地，成为深圳积极贯彻落实国家关于扩大金融资产投资公司股权投资试点范围政策的首个实质性成果。 2024年9月，金融监管总局发布了《关于扩大金融资产投资公司股权投资试点范围的通知》和《关于做好金融资产投资公司股权投资扩大试点工作的通知》。交通银行深圳分行快速响应，积极联动集团内持有股权投资牌照的全资子公司交银投资，加强与深圳市委金融办与罗湖区政府的沟通，积极推动股权基金试点在深圳落地，率先达成了深圳首只AIC股权投资基金的合作意向。 在深圳证监局、市委金融办的支持和指导下，深圳罗湖交融深担新动能产业发展创业投资基金从达成意向到正式落地仅用时3个月，以“深圳速度”高效落实国家扩大股权投资试点政策，成为金融监管部门、地方政府、市属国企和金融机构四方携手践行国家政策、促进“科技—产业—金融”良性循环的有力实践。该基金将聚焦罗湖区的人工智能、低空经济、高端装备、新一代电子信息、绿色低碳及新材料等重点战略性新兴产业，主要用于投早、投小、投长期、投硬科技，为具有显著科创属性和较强创新能力的科创企业提供有力支持，助力新质生产力加速发展。 下一步，交通银行深圳分行将围绕服务实体经济，积极发挥集团多牌照优势，全方位、多角度参与科创企业的生命成长周期，为深圳市战略性新兴产业注入更多“金融活水”，助力地区经济高质量发展。（CIS）
交通银行,交通银行：监事长徐吉明辞任,https://stcn.com/article/detail/1496007.html,2025-01-15 21:08,证券时报·e公司,交通银行 ：监事长徐吉明辞任 证券时报e公司讯， 交通银行 (601328)1月15日晚间公告，徐吉明因岗位调整，自2025年1月15日起不再担任本公司监事长、股东监事、监事会履职尽职监督委员会主任委员职务。 交通银行 银行 交通 证券时报·e公司,"首页 快讯 新闻 视频 投资 数据 信披+ 专题 地方 服务 公众号 电子报 客户端 您当前的位置：证券时报 > 快讯 > 正文 交通银行：监事长徐吉明辞任 来源：证券时报网2025-01-15 21:08 字号 点赞 分享 证券时报e公司讯，交通银行(601328)1月15日晚间公告，徐吉明因岗位调整，自2025年1月15日起不再担任本公司监事长、股东监事、监事会履职尽职监督委员会主任委员职务。 责任编辑： 李在山 银行 交通 证券 SH 交通银行 声明：证券时报力求信息真实、准确，文章提及内容仅供参考，不构成实质性投资建议，据此操作风险自担 下载""证券时报""官方APP，或关注官方微信公众号，即可随时了解股市动态，洞察政策信息，把握财富机会。 用户评论 登录后可以发言 网友评论仅供其表达个人看法，并不表明证券时报立场 发表评论 暂无评论 时报热榜 换一换 大消息！全球首个预制算力中心底座正式启用，算力普惠再提速 霍尔木兹海峡局势持续紧张，美军击落两架伊朗无人机 A股重大调整！指数样本定期调整即将生效，这些股将被调入 下周“红包”金额近千亿元！沪市公司年度分红进入密集实施期 吴清，周末发声！国常会，重磅部署！算力，大利好！重大资产重组，终止！影响一周市场的十大消息 融资资金大分化！光模块被猛加仓，半导体产业链却遭减持！回调还会继续？多数投资者这么看 创新药企重大突破，南向资金逆市加仓！ 本周沪市近千亿元分红！中国平安派现近187亿元 调研热情高涨，TCL科技接待超160家机构调研 港股通扩容进行时！赛道龙头迎增量资金 热点视频 换一换 【Hi，老板】和元生物潘讴东：创业二十年，我是熬出来的 06-02 16:40 英伟达，重大发布！ 黄仁勋杀入AI PC 引爆A股涨停潮 06-01 18:29 非法收受巨额财物！内蒙古自治区政府原主席王莉霞被检察机关提起公诉 06-03 11:46 国务院发布关于对外投资的规定 “投资者依法享有对外投资自主权，自主决策、自担风险、自负盈亏” 06-01 14:17 问界M9事故后起火，问界官方火速回应：非车辆自身原因导致，系“撞击前车掉落大块金属部件” 06-03 19:10 关于我们|服务条例|联系我们|版权声明|网站地图|线索提交 备案号：粤ICP备09109218号-7|增值电信业务经营许可证：粤B2-20080118|互联网新闻信息服务许可证10120170066|粤公网安备44030002008846号 违法和不良信息举报电话：0755-83514034 邮箱：bwb@stcn.com 中央网信办违法和不良信息举报中心|证券时报网举报中心 本网站提供之资料或信息，仅供投资者参考，不构成投资建议。 深圳证券时报社有限公司版权所有，未经书面授权禁止转载及各种形式的软件开发。 Copyright © 2008-2026 Shenzhen Securities Times Co., Ltd. All Rights Reserved"
交通银行,交通银行深圳分行：创新金融服务方案，助力涉农企业高质量发展,https://stcn.com/article/detail/1496102.html,2025-01-16 06:51,证券时报网,交通银行 深圳分行：创新金融服务方案，助力涉农企业高质量发展 交通银行 深圳分行作为“鹏农贷”首批参与银行及“惠农贷”独家创新试点银行，依托 交银 “益农 通 ”乡村振兴统一品牌平台，致力于为涉农企业及供应链中小微企业提供坚实的金融支持。深圳市某物流发展有限公司成立于2013... 证券时报网,近年来，中国人民银行深圳市分行、国家金融监督管理总局深圳监管局、深圳市乡村振兴和协作交流局等机构为支持深圳建设“农业科技创新先行示范区”以及“深圳国际食品谷”，联合推出了“鹏农贷”“惠农贷”金融服务方案，旨在进一步强化“米袋子、菜篮子”的保供能力。 交通银行深圳分行作为“鹏农贷”首批参与银行及“惠农贷”独家创新试点银行，依托交银“益农通”乡村振兴统一品牌平台，致力于为涉农企业及供应链中小微企业提供坚实的金融支持。 深圳市某物流发展有限公司成立于2013年，是深圳市重点农业龙头企业，也是国内进口冻肉供应链领域的佼佼者。然而，企业在进口冻肉业务中常面临较长的账期问题，影响了下游经销商的资金周转。针对这一痛点，深圳交行深入调研，通过“大数据+场景”交互，创新推出了基于“鹏农贷”下的“供应链融资项目制”方案，使得该企业的下游经销商在购销合同项下产生融资需求时，能够方便、快捷地向交行申请信用贷款用于预付货款。这不仅有效降低了融资成本，还显著提升了资金周转效率。 该项目上线以来，已成功为该企业的下游中小经销商提供了8700万元的信贷支持，切实缓解了他们融资难、融资贵的问题，为进口冻肉供应链的科学高效运行提供了有力的金融支持，助力打通了从冻肉产地到消费者餐桌的农产品供应链路。 未来，交通银行深圳分行将持续深耕乡村振兴领域，以更加优质的金融服务，助力构建更加完善的农产品供应链体系，为深圳现代农业高质量发展积极贡献力量。 （CIS）
交通银行,交通银行深圳分行深入推进“金融为民”暖心工程 打造金融服务新典范,https://stcn.com/article/detail/1502291.html,2025-01-21 06:46,证券时报网,交通银行 深圳分行深入推进“金融为民”暖心工程 打造金融服务新典范 交通银行 深圳分行（以下简称“深圳交行”）始终坚持以人民为中心的发展思想，深入践行金融工作的政治性、人民性，积极推进“金融为民”暖心工程，通过一系列创新举措，不断增强金融服务能力，提升广大群众的金融体验... 证券时报网,交通银行深圳分行（以下简称“深圳交行”）始终坚持以人民为中心的发展思想，深入践行金融工作的政治性、人民性，积极推进“金融为民”暖心工程，通过一系列创新举措，不断增强金融服务能力，提升广大群众的金融体验感、获得感和满意度。 “网点+互联网”应用适老化改造 深圳交行积极响应国家关于解决老年人运用智能技术困难的号召，进行了“网点+互联网”应用适老化改造。优化老年客户到店体验设施配置，统一制作“爱心窗口”标识，配置“银发”便民设施及绿色通道；上线针对老年用户专属定制的关爱版手机银行版本，打造无广告、无弹屏、更纯粹、更精准的服务体验，大大降低了老年客户在业务办理时遇到的不便，有效弥补了信息展示数字化造成的“视听鸿沟”。 搭建养老金融场景 提供全方位关怀 2024年5月，深圳交行成功中标深圳市智慧养老颐年卡项目，为全市60周岁及以上老年人量身定制了一款集政策性功能、借记功能、数据采集功能和其他服务功能于一体的金融IC卡。该卡不仅可实现政府高龄津贴收取、居家养老服务补助受理、长者饭堂优惠等八大服务，还做到了“一卡多用、全市通用”。2024年7月，深圳交行还成为深圳首批“广东社保服务合作网点”试点银行之一，在网点设置了多个主题区域，定期为前来办理退休业务的深圳灵活就业者举办光荣退休仪式，传递深圳养老关怀。 推动跨境金融创新 助力“双区”建设 作为改革开放的前沿阵地，深圳交行在跨境金融创新方面也取得了显著成果，积极参与人民币资产跨境转让扩大试点工作，成功办理了深圳首批跨境人民币贸易融资资产转入业务、融资租赁资产转入和转出业务，实现了跨境双向人民币资产转让业务的全品种、全流程落地，成为深圳地区首批落地银行之一。此外，深圳交行还联合深圳数交所，为“南下”和“北上”跨境人才提供“全线上、一站式”的服务，解决跨境人才在签证、住房、医疗、教育、金融等方面的难题。在数字人民币落地应用方面，深圳交行推动发行交通银行粤港澳大湾区准账户硬件钱包和可视硬钱包，为境外来华人士以及老年人等群体提供便捷支付方式，提升数字人民币支付服务水平。 发展普惠金融 润泽社会民生 深圳交行以“数据+智能”双轮驱动，有效扩大信贷覆盖范围。通过大数据分析、隐私计算等技术手段对客户进行多维度精准画像，实现从客户申请向银行主动给予企业精准预授信额度转变，极大地提升了小微科技企业融资可得性。自2024年6月上线以来，“主动授信”模式已惠及小微科技型企业近1000户，授信金额超45亿元。此外，深圳交行还围绕新市民日常生活所涉及的金融服务场景加强政策引导和资源配置，推出“科创先锋贷”等特色产品以及多项新市民福利活动，助力新市民创业就业。 履行社会责任 助力乡村全面振兴 深圳交行积极践行“消保县域行”活动，举办“金融为民·金融消保知识进农村”教育宣传活动，走进深汕特别合作区鹅埠镇红罗畲族村等地区普及金融知识。此外，深圳交行还通过一系列创新公益项目，将金融知识和爱心传递到抑郁症儿童、孤残儿童和残障人士等特殊群体，切实履行国有银行的社会责任担当。 未来，深圳交行将继续深入贯彻落实“金融为民”理念，充分发挥金融服务实体经济的主力军作用，不断优化产品和服务，携手社会各界，共同助力经济社会高质量发展。（CIS）
交通银行,交通银行深圳分行助力客户 领享家电“以旧换新”,https://stcn.com/article/detail/1504179.html,2025-01-22 06:48,证券时报网,交通银行 深圳分行助力客户 领享家电“以旧换新” 在一次与 交通银行 深圳分行客户经理的交流中，贺女士偶然提及了这件事，客户经理当即展现出专业且热情的服务态度，向贺女士详细介绍了家电“以旧换新”政策的领取补贴流程，从提交旧家电信息、审核评估，到最终领取... 证券时报网,近日，在深圳打拼多年的贺女士，迎来了人生中的一大喜事——购置了新房。贺女士计划给家里添置一套新家电，并在春节期间乔迁新居，在这一过程中她得知了家电“以旧换新”的政策，但却不知道具体如何操作。 在一次与交通银行深圳分行客户经理的交流中，贺女士偶然提及了这件事，客户经理当即展现出专业且热情的服务态度，向贺女士详细介绍了家电“以旧换新”政策的领取补贴流程，从提交旧家电信息、审核评估，到最终领取补贴，每一步都讲解得清晰明了。此外，客户经理还向贺女士推荐了一项额外的优惠活动：自2024年11月22日起，交通银行深圳分行与京东电器联手开展了线下支付满减活动，持有深圳交行62开头银联信用卡的客户，在京东电器指定门店消费，就能享受支付满200元立减30元的优惠。 在客户经理的帮助下，贺女士顺利领取了家电“以旧换新”补贴，并前往京东电器指定门店挑选心仪的家电。在结账时，她使用了交通银行62开头银联信用卡支付，不仅享受到了“以旧换新”的补贴优惠，还叠加了深圳交行与京东电器的满减活动优惠。贺女士感到非常惊喜，由衷地感叹：“这次购置新家家电的经历太顺利了！交行客户经理帮我享受到了双重优惠，真的太贴心了！” 交通银行深圳分行一直秉承以客户为中心的服务理念，致力于为客户提供更加便捷的金融服务。助力客户领享家电“以旧换新”，是交通银行深圳分行积极履行社会责任、服务民生的举措之一。未来，交通银行深圳分行将不断创新服务方式，持续以专业、贴心的服务，将金融为民的承诺融入日常，助力提升群众的幸福感与获得感。(CIS)
交通银行,交通银行深圳分行推出“香港居民代理见证开户”服务,https://stcn.com/article/detail/1504180.html,2025-01-22 06:48,证券时报网,交通银行 深圳分行推出“香港居民代理见证开户”服务 为积极响应国家关于金融支持粤港澳大湾区高质量发展的政策号召，近日， 交通银行 深圳分行正式推出“香港居民代理见证开户”服务，这一创新举措不仅极大地便利了港澳居民的金融服务需求，更为粤港澳大湾区金融市场的... 证券时报网,为积极响应国家关于金融支持粤港澳大湾区高质量发展的政策号召，近日，交通银行深圳分行正式推出“香港居民代理见证开户”服务，这一创新举措不仅极大地便利了港澳居民的金融服务需求，更为粤港澳大湾区金融市场的互联互通注入了新的活力。 近年来，随着大湾区经济的快速发展和人员往来的日益频繁，港澳居民对于便捷、高效的金融服务需求日益增强。然而，以往香港居民在开立境内个人结算账户时，需要亲临境内银行网点，面临往返奔波、手续繁琐等诸多不便。 交通银行深圳分行此次推出“香港居民代理见证开户”服务，通过与香港分行紧密协作，优化了开户流程。年满18周岁的香港永久居民，已开立交通银行（香港）有限公司账户的，仅凭本人港澳居民来往内地通行证等有效证件，即可在交通银行香港分行指定网点办理代理见证开户手续，便捷申请交通银行深圳分行个人II类、III类银行账户。 这一服务的推出，不仅极大地节省了香港居民的时间，更提升了他们的金融服务体验。通过交通银行深圳分行与香港分行建立的高效两地联动机制和完备的客户服务体系，大湾区居民能够享受到全方位的开户指导和咨询解答服务。同时，交通银行还强化了信息技术和安全加密措施，确保申请人的个人信息和资金安全，让申请人能够放心开户、安心使用。 未来，交通银行深圳分行将不断创新业务模式和产品，提供更多、更便捷的一体化金融服务，助力粤港澳大湾区互联互通。(CIS)
交通银行,交通银行深圳分行反电诈工作取得显著成效,https://stcn.com/article/detail/1506019.html,2025-01-23 06:47,证券时报网,交通银行 深圳分行反电诈工作取得显著成效 交通银行 深圳分行积极响应国家打击治理电信网络诈骗犯罪的号召，深入贯彻相关法律法规，以“资金链”精准治理为导向，全面加强反电诈工作，取得显著成效。2024年，深圳交行个人涉案账户数同比下降17.7%，拦截疑似... 证券时报网,交通银行深圳分行积极响应国家打击治理电信网络诈骗犯罪的号召，深入贯彻相关法律法规，以“资金链”精准治理为导向，全面加强反电诈工作，取得显著成效。2024年，深圳交行个人涉案账户数同比下降17.7%，拦截疑似受害人数和金额分别同比增长15.4%和8.6%，展现了国有大行的责任担当。 交通银行深圳分行高度重视反电诈工作，建立健全长效工作机制，通过组建柔性专班，确保反电诈工作持续有效开展。专班成员单位坚持问题导向，对工作中存在的各类问题精准定位、快处快解，有效防止了涉案账户短时高发以及大额涉案资金转移现象。 在技术创新方面，交通银行深圳分行初步建立了“三位一体”的风控体系，即“模型滚动监测+报表实时提取+模块辅助查询”，风险监测预警颗粒度和精准度不断提升。这一体系的建立，使得在预警风险账户数量同比下降的基础上，成功拦截了更多的涉案账户。 此外，交通银行深圳分行还深化多方联动，在中国人民银行深圳市分行、国家金融监督管理总局深圳监管局、市反诈中心等单位指导下，积极开展反电诈宣传活动。通过组织主题宣传、线下宣讲、派发折页、发布知识问卷和推送宣传短信等多种方式，2024年全年宣传覆盖达114.4万人次，有效提升了社会公众的防骗意识和能力。 当前电信网络诈骗犯罪形势依然严峻复杂。交通银行深圳分行将继续践行金融工作的政治性、人民性，认真落实电信网络诈骗打防管控各项工作要求，筑牢反诈防火墙，用心守护群众的“钱袋子”。 (CIS)
交通银行,交通银行深圳分行创新推出个性化照片借记卡,https://stcn.com/article/detail/1506015.html,2025-01-23 06:47,证券时报网,交通银行 深圳分行创新推出个性化照片借记卡 近日，为深入贯彻以客户为中心的服务理念，积极响应广大客户对借记卡卡面多样化的需求， 交通银行 深圳分行正式推出了个性化照片借记卡，为客户提供卡面定制体验。客户可以上传个人艺术照、温馨的全家福、可爱的宠物... 证券时报网,近日，为深入贯彻以客户为中心的服务理念，积极响应广大客户对借记卡卡面多样化的需求，交通银行深圳分行正式推出了个性化照片借记卡，为客户提供卡面定制体验。 客户可以上传个人艺术照、温馨的全家福、可爱的宠物靓照或是迷人的风景照等心仪照片，打造独一无二的专属借记卡。在设计上，深圳交行提供了横版与竖版两种风格以及四种卡基颜色供客户选择，以满足不同的审美偏好。此外，客户还可以在卡片背后印制的卡号中，自选最后六位数（不能为连续相同的数字）。在功能上，这款个性化照片借记卡完全具备太平洋借记卡的各项功能，包括存款、取款、转账、消费等，确保客户在享受个性化服务的同时，也能享受到便捷、安全的金融服务。 未来，交通银行深圳分行将继续秉持以客户为中心的服务理念，不断优化产品和服务，推出更多贴合客户需求的个性化、多样化产品，将金融为民的理念落到实处。（CIS）
交通银行,上汽集团、交通银行等成立股权投资基金,https://stcn.com/article/detail/1521057.html,2025-02-10 14:00,证券时报·e公司,上汽集团、 交通银行 等成立股权投资基金 证券时报e公司讯，企查查APP...企查查股权穿透显示，该企业由 交通银行 (601328)旗下 交银 国际信托有限公司、上汽集团(600104)旗下上海上汽创远创业投资合伙企业（有限合伙）、上海上汽恒旭投资管理有限公司等共同出资。 上汽集团 交通银行 基金 证券时报·e公司,证券时报e公司讯，企查查APP显示，近日，郑州屹晨股权投资基金合伙企业（有限合伙）成立，出资额约3亿元，经营范围为以私募基金从事股权投资、投资管理、资产管理等活动。企查查股权穿透显示，该企业由交通银行(601328)旗下交银国际信托有限公司、上汽集团(600104)旗下上海上汽创远创业投资合伙企业（有限合伙）、上海上汽恒旭投资管理有限公司等共同出资。
交通银行,交通银行深圳分行涉外保函业务助力中集集团风电安装船顺利交付,https://stcn.com/article/detail/1528318.html,2025-02-15 07:50,证券时报网,交通银行 深圳分行涉外保函业务助力中集集团风电安装船顺利交付 近日， 交通银行 深圳分行成功开立一笔涉外保函，为中集集团旗下风电安装船BOREAS项目的顺利交付提供了金融支持。2024年，全球船厂共签订新船订单2390艘，新造船订单量达到了过去17年以来的最高水平。其中，中国船厂... 证券时报网,近日，交通银行深圳分行成功开立一笔涉外保函，为中集集团旗下风电安装船BOREAS项目的顺利交付提供了金融支持。 2024年，全球船厂共签订新船订单2390艘，新造船订单量达到了过去17年以来的最高水平。其中，中国船厂订单占到全球市场份额70%，为船舶保函业务带来了巨大的发展机遇。在此背景下，交通银行深圳分行紧跟国家政策导向，依托国际化、综合化和专业化优势，积极投身到服务船舶制造企业的行列中。 船舶交易因其标的物造价高、建造周期长、地域跨度大等特点，对银行等金融机构的支持具有较高的依赖性。在此次风电安装船BOREAS项目的合作过程中，交通银行深圳分行敏锐洞察到了客户的需求，并与之进行了深入的沟通，针对项目的实际情况和授信政策，为客户量身定制了预付款船舶保函服务方案。该方案明确了船舶预付款保函的申请人为船企，担保人为银行，受益人为船东。凭借专业的金融服务方案，交通银行深圳分行为BOREAS项目的顺利交付提供了坚实的金融保障。 据悉，中集集团旗下的风电安装船BOREAS项目是由中集集团为荷兰知名公司Van Oord打造的全球最大、最新一代海上风电安装船，项目在烟台基地顺利举行交付，也为全球海上风电事业注入了新的活力。 未来，交通银行深圳分行将继续秉承服务实体经济的初心，不断提升制造业金融服务的质效，为制造强国建设、推动全球绿色低碳转型贡献金融力量。 （CIS）
