企业,日期,来源,内容
工商银行,,人民财讯,工商银行发布公告，自2026年2月7日起，在周末及法定节假日等非上海黄金交易所交易日，对如意金积存业务实施限额管理。限额类型包括全量或单一客户单日积存/赎回上限、单笔积存或赎回总量上限等，并将进行动态设置，提金业务不受影响。
工商银行,,人民财讯,中国工商银行董事长廖林于1月30日会见英格兰银行副行长兼英国审慎监管局首席执行官萨姆·伍兹，双方就宏观经济金融形势、工行国际化发展及人工智能应用等话题进行深入交流。
工商银行,,人民财讯,1月29日，工商银行党委副书记、行长刘珺会见上海电气集团党委书记、董事长吴磊，双方就深化银企全面合作进行交流。
工商银行,,数据宝,银行行业2月2日主力资金净流入13.12亿元，行业上涨0.17%。工商银行净流入3.73亿元居首，农业银行、中国银行分别净流入2.62亿元、1.21亿元，另有11只个股净流入超5000万元。资金净流出方面，宁波银行净流出1.15亿元居前。
工商银行,,人民财讯,中国工商银行董事长廖林于2月2日在北京会见英中贸易协会主席吴思田，双方就中英宏观经济形势、工行在英业务布局及经贸投资合作等议题进行交流。工行表示将落实两国领导人共识，加强与英中贸易协会合作，依托中欧企业联盟等平台，为绿色发展、科技创新、高端制造等领域合作提供金融解决方案，助力中英经贸关系稳定发展。
工商银行,,人民财讯,中国工商银行与中国石化于2月3日在北京举行工作会谈，双方就进一步深化全面战略合作达成共识。中国工商银行将拓展与中国石化在重大项目建设、绿色低碳转型、数字化升级、跨境业务等领域的全方位合作，为中国石化高质量发展提供全面金融解决方案。
工商银行,,人民财讯,2月4日，郑州市委书记安伟会见中国工商银行行长刘珺一行。安伟表示希望双方抢抓要素市场化配置综合改革试点机遇，拓展合作新领域，研究资本要素服务实体经济，探索财政金融协同机制，共建郑州区域金融中心。刘珺称将承担国有大行责任，强化要素保障，做好金融“五篇大文章”，探索财政金融赋能经济高质量发展和高效能治理新路径。
工商银行,,人民财讯,工商银行于2月9日在北京举办“商贸金融助流通促消费”工作座谈会。该行表示将持续深化政银企协同，做强商贸金融主板，发挥贸易融资、支付结算、金融科技、网络渠道等综合优势，推出便企惠民举措，提供全面金融解决方案，助力稳市场稳预期、扩内需促消费，在支持经济持续向好中发挥领军银行作用。
工商银行,,人民财讯,工商银行与中信集团于2月11日签署全面战略合作协议，双方将围绕综合金融、实体产业、国际发展、风险防控、科技创新、智库研究等领域加强合作，工商银行将提供全面金融解决方案。
工商银行,,证券时报,全国政协委员、工商银行原董事长陈四清在接受证券时报记者采访时表示，金融需进一步加大对外贸的支持力度。他指出当前外贸面临关税政策反复、贸易摩擦长期化、地缘冲突、能源原材料价格高位、物流成本高企及汇率波动等挑战。陈四清建议从四方面发力：推动金融服务融入海外综合服务体系；丰富汇率避险、跨境资金池等产品；完善跨境人民币布局，构建人民币“流出去—用得好—回得来”闭环；优化对跨境电商、海外仓等新业态的金融支持，创设适配产品并简化结算流程。
工商银行,,人民财讯,中国船舶集团有限公司于3月9日至10日在北京，分别与中国农业银行、中国银行、中国工商银行、中国建设银行签署战略合作协议。签约前，各方围绕国家战略需求与金融服务实体经济，就资源对接、合作空间达成共识，拟在资本市场、融资租赁、科技金融、国际业务等领域加强创新合作。
工商银行,,人民财讯,中国工商银行浙江省分行原党委书记、行长沈荣勤因严重违纪违法被开除党籍。经查，其存在丧失理想信念、违反中央八项规定精神、组织观念淡薄、廉洁底线失守、违规干预贷款审批等问题，造成巨额损失。沈荣勤涉嫌受贿罪、利用影响力受贿罪、违法发放贷款罪，已被移送检察机关依法审查起诉。
工商银行,,数据宝,工商银行3月13日发生一笔大宗交易，成交700.00万股，成交额5012.00万元，成交价7.16元，较收盘价折价0.56%。买方为中国国际金融股份有限公司北京建国门外大街证券营业部，卖方为中信证券股份有限公司宁波和义路证券营业部。近3个月内该股累计发生3笔大宗交易，合计成交6611.46万元。
工商银行,,人民财讯,3月13日，中国工商银行与中国信息通信科技集团（简称“中国信科”）在武汉签署战略合作协议。工商银行将围绕中国信科在全口径融资、科技型企业并购、供应链金融等领域的金融需求，提供全面金融解决方案，助力其在核心技术攻关、产业转型升级等方面实现新突破。
工商银行,,数据宝,2023年3月17日，银行行业上涨0.85%，全天主力资金净流入14.06亿元。行业42只个股中35只上涨，19只资金净流入，其中7只净流入超亿元。净流入居前的是农业银行（3.54亿元）、工商银行（3.36亿元）、中国银行（2.42亿元）。资金净流出居前的有民生银行（4662.25万元）、齐鲁银行（4293.45万元）、长沙银行（4250.19万元）。
工商银行,,人民财讯,工商银行股价上涨超2%，带动银行板块局部走强。农业银行、建设银行、厦门银行、渝农商行、中国银行等涨幅居前。该信息来自人民财讯，发布于2026年3月19日。
工商银行,,人民财讯,工商银行于3月20日发布公告，修订代理个人客户贵金属竞价交易业务协议，修改保证金账户资金充足率计算方式，新增强平保证金风险控制要求。强平保证金比例暂按上海黄金交易所规定的最低交易保证金比例执行，后续将根据市场情况与业务需要调整并公告。
工商银行,,人民财讯,中国工商银行内部审计局天津分局副局长陈兵涉嫌严重违纪违法，主动投案，目前正接受中央纪委国家监委驻中国工商银行纪检监察组纪律审查和天津市监察委员会监察调查。该信息由人民财讯于3月20日报道。
工商银行,,数据宝,工商银行于3月20日发生3笔大宗交易，合计成交量1104.29万股，成交金额8077.56万元。其中1笔为折价交易，折价率最高达9.60%；2笔为溢价交易，溢价率最高为0.40%。近3个月内，该股累计发生6笔大宗交易，合计成交金额1.47亿元。当日收盘价7.50元，下跌0.40%。
工商银行,,数据宝,工商银行3月23日发生一笔大宗交易，成交240.00万股，金额1740.00万元，成交价7.25元。买方为兴业证券上海锦康路营业部，卖方为中金公司北京建国门外大街营业部。近3个月该股累计7笔大宗交易，合计1.64亿元。当日收盘价7.25元，下跌3.33%，换手率0.19%，成交额36.66亿元，主力资金净流出4.09亿元。近5日平盘，资金净流出5263
工商银行,,人民财讯,工商银行2025年实现营业收入8013.95亿元，同比增长1.9%；归母净利润3685.62亿元。
工商银行,,人民财讯,中国工商银行与标准银行集团近日在北京、深圳、香港三地联合开展系列活动，通过高层会晤、业务交流、合作签约、客户走访等形式，巩固战略互信，深化全方位、多层次务实合作，共同服务中非经贸金融合作高质量发展。
工商银行,,人民财讯,中国工商银行深圳分行原党委委员、副行长姚玉平涉嫌严重违纪违法，目前正接受中央纪委国家监委驻中国工商银行纪检监察组纪律审查和广东省江门市监察委员会监察调查。该消息由人民财讯4月14日发布。
工商银行,,数据宝,银行行业4月16日主力资金净流出5.99亿元，行业当日跌幅0.35%。净流出超5000万元的个股共6只，其中工商银行净流出1.02亿元，建设银行净流出8735.82万元，兴业银行净流出6997.38万元。资金净流入方面，招商银行净流入8693.52万元居首，成都银行、民生银行分别净流入4374.81万元、3186.44万元。
工商银行,,数据宝,4月20日，银行行业上涨1.12%，全天主力资金净流入10.60亿元。该行业42只个股中，29只上涨，4只下跌。资金净流入超亿元的个股有6只，工商银行净流入3.17亿元居首，招商银行、交通银行分别净流入2.34亿元、2.09亿元。资金净流出超千万元的个股有8只，浦发银行净流出1.10亿元最多。
工商银行,,人民财讯,4月20日，工商银行行长刘珺会见鞍钢集团董事长谭成旭，双方就深化银企全面合作进行交流。工商银行表示将进一步深化与鞍钢集团在新型工业化、绿色低碳转型、资源保障、产业链供应链等领域的全方位合作，携手服务制造强国建设和东北全面振兴。
工商银行,,人民财讯,恒银科技（603106）于4月23日在互动平台表示，公司近期中标中国工商银行2026年度存取款一体机项目，中标金额为5.93亿元。具体信息可查阅国信招标集团发布的中标候选人公示。
工商银行,,人民财讯,安徽省省长王清宪于4月27日下午与中国工商银行行长刘珺一行举行工作会谈。王清宪表示希望双方在科技创新、产业升级等领域深化战略合作。刘珺回应称，将积极对接安徽需求，提升金融供给的适配性、精准性、有效性，助力安徽“十五五”高质量发展。
工商银行,,证券时报网,近期，工商银行推出“工盈研选”基金销售服务品牌，首期包含“安盈”“智盈”两个产品系列，其中“智盈”系列聚焦权益指数类产品。万家基金旗下万家中证500指数增强A、万家北证50成份指数A、万家中证红利ETF联接A等多只基金入选该系列。原文还披露了相关基金的业绩数据，如万家中证500指数增强A
工商银行,,证券时报,工商银行与农业银行发布2025年度分红派息公告，两家银行将于2026年5月13日派发现金分红合计超1000亿元，其中A股现金红利合计约870亿元。工商银行每股派发现金股息0.1689元（含税），共计约601.97亿元，A股约455.38亿元；农业银行每股派发末期现金红利0.13元（含税），共计约454.98亿元，A股约415.02亿元。
工商银行,,人民财讯,5月11日，中国工商银行行长刘珺会见新加坡丰益国际集团董事局主席、首席执行官郭孔丰一行，双方就深化银企合作进行交流。工商银行表示将进一步拓展与丰益国际在食品深加工、大健康等领域的全方位合作，并提供全面金融解决方案。
工商银行,,人民财讯,中国工商银行董事长廖林于5月12日会见斯洛文尼亚副总理兼财政部部长博什特扬契奇，双方就全球宏观经济金融形势、深化中斯金融合作及经贸往来等话题进行交流。此外，行长刘珺于5月11日会见新加坡丰益国际董事局主席郭孔丰，双方就深化银企合作、拓展食品深加工及大健康等领域合作进行交流。
工商银行,,数据宝,工商银行5月12日发生一笔大宗交易，成交量162.00万股，成交金额1211.76万元，成交价7.48元。买方为国投证券广州猎德大道营业部，卖方为中金公司北京建国门外大街营业部。近3个月内该股累计发生7笔大宗交易，合计成交1.65亿元。当日收盘价7.48元，上涨0.13%。
工商银行,,数据宝,沪指5月14日下跌1.52%，银行行业逆势上涨0.27%，主力资金净流入5.27亿元。行业资金流入榜显示，农业银行净流入1.84亿元居首，工商银行、上海银行分别净流入1.76亿元、1.25亿元。平安银行、招商银行、兴业银行净流出居前，金额分别为1.29亿元、7048.47万元、5714.67万元。
工商银行,,数据宝,工商银行于5月26日发生一笔大宗交易，成交36.00万股，金额258.48万元，成交价7.18元。买方为广发证券深圳高新南一道证券营业部，卖方为中金公司北京建国门外大街证券营业部。近3个月该股累计发生8笔大宗交易，合计1.68亿元。当日收盘价7.18元，上涨0.14%，
工商银行,,人民财讯,中国工商银行作为联席主承销商、联席簿记管理人和账户管理行，于5月26日协助哈萨克斯坦共和国在中国银行间债券市场成功发行34亿元主权熊猫债，期限3年。本次发行为哈萨克斯坦共和国首次在熊猫债市场亮相。
工商银行,,人民财讯,6月3日，中国工商银行行长刘珺在北京会见摩根士丹利联席总裁丹·辛克维兹，双方就全球经济金融形势、深化业务合作等话题进行交流。此外，5月26日，工商银行作为联席主承销商等角色，协助哈萨克斯坦共和国在中国银行间债券市场成功发行34亿元、期限3年的主权熊猫债，这是哈萨克斯坦首次发行熊猫债。
工商银行,,人民财讯,ST司特（002538）于6月5日公告，与工商银行贵阳分行签署高质量发展战略合作协议，协议有效期为5年。工商银行贵阳分行将在政策法规允许范围内，为ST司特提供全方位、便捷优惠的金融服务，意向合作额度预计为45亿元。
工商银行,,数据宝,工商银行6月5日发生一笔大宗交易，成交119万股，金额873.46万元，成交价7.34元。买方为广发证券广州康王中路证券营业部，卖方为中金公司北京建国门外大街证券营业部。近3个月该股累计9笔大宗交易，合计1.76亿元。当日收盘价7.34元，上涨1.52%，主力资金净流入3亿元，近5日累计上涨1.66%，资金净流入7.7亿元。融资余额25.01亿元，近5日减少963.51万元。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）12月29日晚间公告，公司与IDEAYA Biosciences公司就1类新药注射用SHR-4849项目签署授权许可协议。IDEAYA将向恒瑞支付7500万美元首付款及研发里程碑付款、销售里程碑款和销售提成。该协议有助于拓宽SHR-4849的海外市场。
恒瑞医药,,证券时报·e公司,12月29日，恒瑞医药将自主研发的DLL3 ADC创新药SHR-4849在除大中华区外的全球独家权利许可给美国IDEAYA公司。IDEAYA支付7500万美元首付款，研发里程碑款不超过2亿美元，销售里程碑款不超过7.7亿美元，潜在总额达10.45亿美元，另加销售提成。SHR-4849目前在中国进行1期临床，已观察到抗肿瘤活性。该许可为恒瑞第12项创新药海外授权。
恒瑞医药,,证券时报·e公司,恒瑞医药1月3日公告，子公司天津恒瑞收到国家药监局核准签发的《药物临床试验批准通知书》，HRS-6768注射液将于近期开展临床试验。该药为公司自主研发的化学药品1类放射性治疗类创新药，国内外均未有同品种获批上市，适用于成纤维细胞活化蛋白阳性的晚期实体瘤患者。
恒瑞医药,,证券时报·e公司,恒瑞医药于2025年1月6日发布公告，已向香港联交所递交发行境外上市外资股（H股）并在主板上市的申请。此次发行上市尚需取得中国证监会、香港证监会及联交所等机构批准，存在不确定性。
恒瑞医药,,证券时报·e公司,恒瑞医药于1月6日向港交所正式递交上市申请，拟赴港上市，未来有望实现“A+H”两地上市，联席保荐人为摩根士丹利、花旗及华泰国际。公司表示此举旨在扩大国际知名度、优化资本结构及增强全球化布局。此次H股发行所得款项将用于研发、生产设施建设及营运资金等。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）1月9日晚间公告，公司提交的SHR4640片药品上市许可申请获国家药监局受理，该药品适用于原发性痛风伴高尿酸血症的长期治疗。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）公告称，其SHR4640片药品上市许可申请已获国家药监局受理，该药适用于原发性痛风伴高尿酸血症的长期治疗。此前Ⅲ期临床试验显示，与别嘌醇相比，该药具有统计学显著性和临床意义的优效改善，安全性良好。该药为恒瑞自主创新的1类抗痛风药物，属URAT1抑制剂，相关研发投入约2.8亿元。
恒瑞医药,,证券时报·e公司,恒瑞医药1月10日晚间公告，其子公司广东恒瑞医药收到国家药监局核准签发的SHR-1819注射液《药物临床试验批准通知书》，适应症为慢性自发性荨麻疹；子公司苏州盛迪亚生物医药收到SHR-4375注射液《药物临床试验批准通知书》，拟用于治疗晚期恶性实体瘤。两款药物均将于近期开展临床试验。
恒瑞医药,,证券时报·e公司,恒瑞医药子公司广东恒瑞医药有限公司于1月12日收到国家药监局核准签发的注射用瑞卡西单抗《药品注册证书》，该产品是公司在心血管疾病领域上市的首个1类创新药。
恒瑞医药,,证券时报·e公司,
恒瑞医药,,证券时报·e公司,恒瑞医药1类创新药、全球首个超长效PCSK9单抗瑞卡西单抗（商品名：艾心安®）于1月17日在广州知识城产业化基地举行首批发货仪式，标志着该产品正式投入临床使用，用于治疗高胆固醇血症和混合型高脂血症。
恒瑞医药,,证券时报·e公司,恒瑞医药公告，子公司福建盛迪医药有限公司收到国家药品监督管理局核准签发的复方氨基酸（16AA）/葡萄糖（12.6%）电解质注射液《药品注册证书》，该产品为国内首仿，视同通过仿制药质量和疗效一致性评价。
恒瑞医药,,证券时报·e公司,恒瑞医药子公司福建盛迪医药于1月20日晚间公告，其复方氨基酸（16AA）/葡萄糖（12.6%）电解质注射液获国家药监局签发药品注册证书，为国内首仿，视同通过仿制药一致性评价。该产品适应症为肠内营养不可行、不足或禁忌的成人患者提供肠外营养，采用双腔袋设计，是国内唯一含牛磺酸的平衡型氨基酸两腔袋首仿产品。累计研发投入约2006万元。
恒瑞医药,,证券时报·e公司,恒瑞医药近日在山东新设全资子公司山东瑞远医药有限公司，注册资本1亿元，法定代表人为卢韵，经营范围包括药品生产及药品委托生产等。该子公司由恒瑞医药全额持股。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）1月23日晚间公告，公司提交的1类治疗用生物制品舒地胰岛素注射液药品上市许可申请已获国家药监局受理。该产品为国内首个自主研发的长效胰岛素类似物，拟定适应症为治疗成人2型糖尿病。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）2月16日晚间公告，公司提交的艾玛昔替尼软膏药品上市许可申请获国家药监局受理，该药品适用于成人轻度至中度特应性皮炎的局部外用治疗。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）公告称，其提交的艾玛昔替尼软膏（SHR0302碱软膏）药品上市许可申请获国家药监局受理，拟定适应症为成人轻度至中度特应性皮炎局部外用治疗。该药为外用高选择性JAK1抑制剂，Ⅲ期临床试验达到主要终点，安全性良好。截至公告日，该项目累计研发投入约10.675亿元。
恒瑞医药,,证券时报·e公司,恒瑞医药公告，子公司成都盛迪医药的HR19034滴眼液（硫酸阿托品滴眼液）上市许可申请获国家药监局受理。该药于2024年8月完成Ⅱ/Ⅲ期临床试验，主要终点显著优于对照组，安全性良好。该滴眼液为单剂量无防腐剂，用于延缓儿童近视进展。目前该项目累计研发投入约5032万元。
恒瑞医药,,证券时报网,恒瑞医药子公司成都盛迪医药的HR19034滴眼液（硫酸阿托品滴眼液）药品上市许可申请获国家药监局受理。该药用于儿童近视，2024年8月Ⅱ/Ⅲ期临床试验显示主要终点显著优于对照组，安全性良好。项目累计研发投入约5032万元。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）2月23日晚公告，其自主研发的羟乙磺酸达尔西利片联合内分泌治疗，在HR阳性、HER2阴性女性乳腺癌辅助治疗的Ⅲ期临床试验中，首次期中分析主要终点达到统计学显著性，可显著降低复发风险、提高无侵袭性疾病生存期。公司已向国家药监局药品审评中心递交上市前沟通交流申请。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）2月26日晚间公告，其子公司山东盛迪医药收到国家药监局核准签发的关于HRS-1301片的《药物临床试验批准通知书》，将于近期开展临床试验。HRS-1301片为公司自主研发的1类化学药物，临床前研究显示可有效改善高脂血症。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）2月27日晚间公告，子公司苏州盛迪亚生物医药有限公司、上海盛迪医药有限公司收到国家药监局核准签发关于注射用SHR-A2009、阿得贝利单抗注射液的《药物临床试验批准通知书》，将于近期开展临床试验。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月6日晚间公告，子公司苏州盛迪亚生物医药有限公司、上海盛迪医药有限公司近日收到国家药品监督管理局核准签发的关于注射用SHR-A1811、贝伐珠单抗注射液、阿得贝利单抗注射液、SHR-8068注射液的《药物临床试验批准通知书》，将于近期开展临床试验。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月7日晚间公告，子公司上海盛迪医药有限公司、苏州盛迪亚生物医药有限公司、上海恒瑞医药有限公司近日收到国家药品监督管理局核准签发的关于注射用SHR-4602、注射用SHR-A2102、阿得贝利单抗注射液的《药物临床试验批准通知书》，三款药物将于近期开展临床试验。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月9日晚间公告，其子公司福建盛迪医药、北京盛迪医药近日收到国家药监局核准签发的《药物临床试验批准通知书》，注射用HRS-4029将于近期开展临床试验。该药为新型神经保护剂，可减轻兴奋性神经毒性，拟用于治疗急性缺血性卒中。
恒瑞医药,,人民财讯,恒瑞医药于3月16日晚公告，收到国家药监局核准签发富马酸泰吉利定注射液的《药品注册证书》，批准其自主研发的1类创新药富马酸泰吉利定注射液新增适应症，合并修订说明书适应症为用于治疗术后中重度疼痛。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月17日晚间公告，其子公司天津恒瑞医药有限公司收到国家药监局核准签发的《药物临床试验批准通知书》，同意HRS-6213注射液开展临床试验，用于PET显像对实体肿瘤进行诊断和评估。
恒瑞医药,,人民财讯,恒瑞医药子公司苏州盛迪亚生物医药有限公司的注射用瑞康曲妥珠单抗（SHR-A1811）被国家药监局药品审评中心纳入拟突破性治疗品种公示名单，公示期7日。这是该产品第8次纳入该名单。该药用于既往接受含铂化疗及免疫检查点抑制剂治疗失败的HER2表达（IHC≥1+）的复发或转移性宫颈癌。
恒瑞医药,,人民财讯,恒瑞医药（600276）于3月21日公告，其自主研发的1类创新药硫酸艾玛昔替尼片（SHR0302片）获得国家药监局核准签发的《药品注册证书》，适应症为用于对一种或多种TNF抑制剂疗效不佳或不耐受的活动性强直性脊柱炎成人患者。该药是强直性脊柱炎口服靶向治疗领域首个中国原研药物。
恒瑞医药,,证券时报·e公司,恒瑞医药（600276）于2025年3月21日公告，收到FDA关于卡瑞利珠单抗联合阿帕替尼用于肝癌一线治疗的BLA完整回复信（CRL），FDA要求进一步提交生产场地检查答复，未说明具体原因。这是该申请2024年5月首次收到CRL后的再次推迟。恒瑞表示相关生产场地已整改并回复，将尽快重新提交申请。该组合已在中国获批并获多个国内外指南推荐。
恒瑞医药,,人民财讯,恒瑞医药与默沙东达成许可协议，将旗下脂蛋白(a)口服小分子项目（含先导化合物HRS-5346）在大中华区以外的全球开发、生产和商业化权利独家授予默沙东。默沙东将支付2亿美元首付款，恒瑞有资格获得最高17.7亿美元的里程碑付款，并根据大中华区以外的销售情况获取相应销售提成。
恒瑞医药,,证券时报·e公司,恒瑞医药于3月25日公告，与默沙东就脂蛋白(a)口服小分子项目HRS-5346达成独家许可协议。恒瑞医药将大中华区以外全球开发、生产和商业化权利许可给默沙东，收取2亿美元首付款，最高可获17.7亿美元里程碑付款及销售提成。交易预计2025年第二季度完成，尚需反垄断批准。HRS-5346目前在中国进行二期临床试验。
恒瑞医药,,人民财讯,恒瑞医药与默沙东达成许可协议，最高将获17.7亿美元里程碑付款。招商银行2024年净利润同比增长1.22%，拟10派20元。其他公司中，中国电信2024年净利润330.1亿元，同比增长8.4%；快手经调整利润净额177亿元，同比增长72.5%；华能国际净利润同比增长20.01%；沪电股份净利润同比增长71.05%；双汇发展净利润同比下降1.26%等。
恒瑞医药,,证券时报·e公司,恒瑞医药与默沙东达成许可协议，最高将获得17.7亿美元里程碑付款。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月26日晚间公告，其子公司苏州盛迪亚生物医药有限公司、上海恒瑞医药有限公司、上海盛迪医药有限公司收到国家药监局核准签发的关于注射用SHR-A2102、阿得贝利单抗注射液、贝伐珠单抗注射液的《药物临床试验批准通知书》；公司亦收到关于注射用SHR-9803的《药物临床试验批准通知书》。
恒瑞医药,,人民财讯,恒瑞医药（600276）3月27日晚间公告，子公司福建盛迪医药有限公司收到国家药品监督管理局核准签发的关于HRS-5817注射液的《药物临床试验批准通知书》；子公司天津恒瑞医药有限公司收到关于HRS-1738注射液的《药物临床试验批准通知书》。
恒瑞医药,,人民财讯,恒瑞医药3月30日晚间发布年报，2024年净利润为63.37亿元，同比增长47.28%。公司拟向全体股东每10股派发现金股利2.00元（含税）。
恒瑞医药,,人民财讯,恒瑞医药子公司成都盛迪医药的HRS-5965胶囊被国家药监局药品审评中心纳入拟突破性治疗品种公示名单，公示期7日。该药物是一种补体因子B抑制剂，可降低尿蛋白、延缓肾脏疾病进展。
恒瑞医药,,证券时报·e公司,恒瑞医药2024年实现营业收入279.85亿元，同比增长22.63%；归母净利润63.37亿元，同比增长47.28%；扣非净利润61.78亿元，同比增长49.18%。创新药销售收入138.92亿元，同比增长30.60%，占总销售收入过半。全年研发投入82.28亿元，创历史新高。2024年至今有9项创新成果获批上市，其中4款1类创新药。未来三年预计47项创新成果获批上市。国际化方面，公司收到德国默克1.6亿欧元及美国Kailera公司1.0亿美元对外许可首付款。
恒瑞医药,,人民财讯,恒瑞医药股价上涨超过5%，成交额超过37亿元。
恒瑞医药,,人民财讯,恒瑞医药子公司广东恒瑞医药收到国家药品监督管理局核准签发的HRS-9813胶囊《药物临床试验批准通知书》，将于近期开展临床试验。该药物为自主研发的1类创新药，临床前数据显示可改善小鼠肺功能和肺纤维化，且安全性良好。目前国内外尚无同类药物获批上市。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月3日公告，子公司山东盛迪医药有限公司、上海恒瑞医药有限公司收到国家药监局核准签发的《药物临床试验批准通知书》，HRS-6719片将于近期开展临床试验。该药是一种新型、高效、选择性小分子抑制剂，通过“合成致死”效应选择性抑制肿瘤细胞内mRNA剪接、DNA损伤修复等过程，发挥抗肿瘤作用。目前国内外尚无同类产品获批上市。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月7日在互动平台表示，公司海外销售业务占营业收入比例很小，根据2024年年报数据，海外销售业务占比仅为2.56%，美国加征关税对公司业务影响非常有限。公司将持续密切关注国际环境变化，灵活应对。
恒瑞医药,,证券时报·e公司,恒瑞医药与德国默克集团达成合作，授予默克其自主研发的1类新药SHR7280（口服GnRH受体拮抗剂，用于辅助生殖及妇科领域）在大中华区（不含港澳台）的独家商业化权益。恒瑞将收取1500万欧元首付款，并可获得里程碑付款及年度净销售额两位数百分比的销售提成。该产品有望成为全球首个获批的口服GnRH拮抗剂，这是双方继PARP1抑制剂后的第二次合作。
恒瑞医药,,人民财讯,恒瑞医药发布午间公告，截至2025年4月9日上午收盘，公司通过集中竞价交易方式累计回购股份832.45万股，占总股本0.13%，累计回购金额为3.64亿元（不含交易费用）。公司称基于对自身可持续发展的信心及价值认可，将加快实施股份回购，以提振投资者信心、维护投资者利益。
恒瑞医药,,人民财讯,恒瑞医药总裁冯佶于4月9日率团队及多个省市医院内分泌专家参访泰国公共卫生部，与部长颂萨·贴素汀等就创新药政策、药品注册审批、公共卫生及科研合作等议题进行交流。此次访问旨在推动公司国际化战略，加强东南亚医疗合作。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月13日公告，公司及子公司收到国家药监局签发关于注射用HRS-9190和SHR-3792注射液的《药物临床试验批准通知书》，将分别开展临床试验。HRS-9190为术中用药的1类新药，用于全身麻醉诱导期气管插管及维持术中骨骼肌松弛；SHR-3792注射液为自主研发的创新型抗肿瘤候选药物，目前国内外尚无同类药物获批上市。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月14日晚间公告，公司子公司山东盛迪医药、苏州盛迪亚生物医药、上海盛迪医药、广东恒瑞医药收到国家药监局核准签发关于HRS-7058胶囊/片、阿得贝利单抗注射液、贝伐珠单抗注射液、注射用SHR-1826、SHR-1819注射液的药物临床试验批准通知书，将于近期开展临床试验。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月21日晚间公告，其子公司苏州盛迪亚生物医药有限公司、上海盛迪医药有限公司近日收到国家药监局核准签发的《药物临床试验批准通知书》，涉及SHR-8068注射液和阿得贝利单抗注射液，将近期开展临床试验。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月24日晚间披露2025年一季报，公司第一季度实现营业收入72.06亿元，同比增长20.14%；净利润18.74亿元，同比增长36.9%。报告期内，公司收到IDEAYA 7500万美元的对外许可首付款，确认为收入，利润增加较多。
恒瑞医药,,证券时报·e公司,恒瑞医药2025年一季度实现营业收入72.06亿元，同比增长20.14%；归属于上市公司股东的净利润18.74亿元，同比增长36.90%；扣非净利润18.63亿元，同比增长29.35%。利润增长部分得益于IDEAYA Biosciences海外独家许可的7500万美元首付款确认为收入。公司累计研发投入达460亿元，一季度研发费用15.33亿元。已获批19款1类创新药和4款其他创新药。国际化方面，与默沙东、默克等达成授权合作。新总裁冯佶加盟。
恒瑞医药,,人民财讯,恒瑞医药（600276）子公司苏州盛迪亚生物医药有限公司近日收到国家药监局核准签发的《药物临床试验批准通知书》，注射用卡瑞利珠单抗将于近期开展临床试验。该药物是人源化抗PD-1单克隆抗体，通过阻断PD-1/PD-L1通路恢复机体抗肿瘤免疫力，用于癌症免疫治疗。
恒瑞医药,,人民财讯,恒瑞医药（600276）4月28日早间公告，公司已收到中国证监会出具的境外发行上市备案通知书，拟发行不超过8.15亿股境外上市普通股，并在香港联合交易所上市。
恒瑞医药,,数据宝,恒瑞医药4月28日发生一笔大宗交易，成交量20.00万股，成交金额969.40万元，成交价48.47元，较收盘价折价3.00%。买方为万联证券上海浦东新区世纪大道营业部，卖方为东方证券长沙劳动西路营业部。当日收盘价49.97元，下跌0.60%，换手率0.62%，成交额19.70亿元，主力资金净流出6295.54万元。近5日累计上涨1.63%，资金净流入2.87亿元；融资余额28.76亿元，近5日减少1.42亿元。近5日2家机构给予评级，浦银国际证券目标价67.00元。
恒瑞医药,,证券时报·e公司,恒瑞医药近日通过港交所上市聆讯，最快或于2025年5月在港上市。其港股上市旨在扩大国际知名度、优化资本结构并拓展海外业务。公司于2024年12月宣布赴港计划，2025年1月递交申请，4月获证监会备案。恒瑞医药为创新型制药企业，2024年营收279.85亿元，净利润63.37亿元。
